locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_02453	S. aureus NCTC8325	SAUPAN005589000	lacC	CDS	SAOUHSC_02453		tagatose-6-phosphate kinase	no	3919016	2.7.1.144	Metabolism	Energy metabolism	Biosynthesis and degradation of polysaccharides	tagatose-6-phosphate kinase	TIGR01231	620.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196105	P0A0B9
SAOUHSC_02452	S. aureus NCTC8325	SAUPAN005588000	lacD	CDS	SAOUHSC_02452		tagatose 1,6-diphosphate aldolase	no	3919015	4.1.2.40	Metabolism	Energy metabolism	Biosynthesis and degradation of polysaccharides	tagatose 1,6-diphosphate aldolase	TIGR01232	717.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196104	P0A011
SAOUHSC_02450	S. aureus NCTC8325	SAUPAN005586000	lacE	CDS	SAOUHSC_02450		PTS system lactose-specific transporter subunit IIBC	no	3919013		"Metabolism; Signal transduction"	"Transport and binding proteins; Signal transduction"	"Carbohydrates, organic alcohols, and acids; PTS"	PTS system, lactose-specific IIC component	TIGR00394	771.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	10	88196102	Q2G2D4
SAOUHSC_02451	S. aureus NCTC8325	SAUPAN005587000	lacF	CDS	SAOUHSC_02451		PTS system lactose-specific transporter subunit IIA	no	3919014		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	PTS system, lactose-specific IIa component	TIGR00823	157.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196103	Q2G2R5
SAOUHSC_02449	S. aureus NCTC8325	SAUPAN005585000	lacG	CDS	SAOUHSC_02449		6-phospho-beta-galactosidase	no	3919012	3.2.1.85	Metabolism	Energy metabolism	Biosynthesis and degradation of polysaccharides	6-phospho-beta-galactosidase	TIGR01233	865.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196101	Q2G2D5
SAOUHSC_02456	S. aureus NCTC8325	SAUPAN005594000	lacR	CDS	SAOUHSC_02456		lactose phosphotransferase system repressor	no	3919019		Signal transduction	Regulatory functions	DNA interactions	CRISPR locus-related DNA-binding protein	TIGR01884	24.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196108	P0A0Q0
SAOUHSC_00067	S. aureus NCTC8325	SAUPAN000906000	lctP1	CDS	SAOUHSC_00067		L-lactate permease	no	3919096		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	transporter, lactate permease (LctP) family	TIGR00795	521			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	13	88193884	Q2G1N9
SAOUHSC_02648	S. aureus NCTC8325	SAUPAN005878000	lctP2	CDS	SAOUHSC_02648		L-lactate permease	no	3921210		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	transporter, lactate permease (LctP) family	TIGR00795	526.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	13	88196288	Q2FVQ4
SAOUHSC_00206	S. aureus NCTC8325	SAUPAN001107000	ldh1	CDS	SAOUHSC_00206		L-lactate dehydrogenase	no	3920362	1.1.1.27	Metabolism	Energy metabolism	"Anaerobic; Glycolysis/gluconeogenesis"	L-lactate dehydrogenase	TIGR01771	376.3		"SAOUHSC_00069; SAOUHSC_00100; SAOUHSC_00187; SAOUHSC_00284; SAOUHSC_00365; SAOUHSC_00374; SAOUHSC_00375; SAOUHSC_00444; SAOUHSC_00469; SAOUHSC_00488; SAOUHSC_00500; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00562; SAOUHSC_00574; SAOUHSC_00608; SAOUHSC_00634; SAOUHSC_00656; SAOUHSC_00669; SAOUHSC_00679; SAOUHSC_00694; SAOUHSC_00767; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00834; SAOUHSC_00836; SAOUHSC_00878; SAOUHSC_00895; SAOUHSC_00900; SAOUHSC_00906; SAOUHSC_00921; SAOUHSC_00947; SAOUHSC_01036; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01058; SAOUHSC_01100; SAOUHSC_01150; SAOUHSC_01159; SAOUHSC_01211; SAOUHSC_01216; SAOUHSC_01218; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01240; SAOUHSC_01246; SAOUHSC_01251; SAOUHSC_01287; SAOUHSC_01327; SAOUHSC_01337; SAOUHSC_01362; SAOUHSC_01403; SAOUHSC_01416; SAOUHSC_01430; SAOUHSC_01451; SAOUHSC_01490; SAOUHSC_01605; SAOUHSC_01683; SAOUHSC_01684; SAOU"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194016	Q2G218
SAOUHSC_02922	S. aureus NCTC8325	SAUPAN006297000	ldh2	CDS	SAOUHSC_02922		L-lactate dehydrogenase	no	3921373	1.1.1.27	Metabolism	Energy metabolism	"Anaerobic; Glycolysis/gluconeogenesis"	L-lactate dehydrogenase	TIGR01771	420.6		"SAOUHSC_00069; SAOUHSC_00153; SAOUHSC_00187; SAOUHSC_00350; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00527; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00535; SAOUHSC_00679; SAOUHSC_00878; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01232; SAOUHSC_01235; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01451; SAOUHSC_01490; SAOUHSC_01683; SAOUHSC_01784; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01829; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02494; SAOUHSC_02495; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02549"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196549	Q2G1Y5
SAOUHSC_01688	S. aureus NCTC8325	SAUPAN004171000	lepA	CDS	SAOUHSC_01688		GTP-binding protein LepA	no	3921800	3.6.5.n1		Unknown function	General	elongation factor 4	TIGR01393	1014.8		"SAOUHSC_00153; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00467; SAOUHSC_00472; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00527; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_00947; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01149; SAOUHSC_01150; SAOUHSC_01154; SAOUHSC_01170; SAOUHSC_01211; SAOUHSC_01246; SAOUHSC_01262; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01786; SAOUHSC_01794; SAOUHSC_01806; SAOUHSC_01814; SAOUHSC_01819; SAOUHSC_01829; SAOUHSC_01857; SAOUHSC_02116; SAOUHSC_02353; SAOUHSC_02361; SAOUHSC_02363; SAOUHSC_02377; SAOUHSC_02478; SAOUHSC_02484; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02849; SAOUHSC_02927"	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88195394	Q2FXY7
SAOUHSC_02285	S. aureus NCTC8325	SAUPAN005307000	leuA	CDS	SAOUHSC_02285		2-isopropylmalate synthase	no	3919160	2.3.3.13	Metabolism	Amino acid biosynthesis	Pyruvate family	2-isopropylmalate synthase	TIGR00973	662.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195955	Q2FWK3
SAOUHSC_02286	S. aureus NCTC8325	SAUPAN005308000	leuB	CDS	SAOUHSC_02286		3-isopropylmalate dehydrogenase	no	3919161	1.1.1.85	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydrogenase	TIGR00169	470.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195956	Q2FWK2
SAOUHSC_02287	S. aureus NCTC8325	SAUPAN005309000	leuC	CDS	SAOUHSC_02287		isopropylmalate isomerase large subunit	no	3919162	4.2.1.33	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydratase, large subunit	TIGR00170	695.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195957	Q2FWK1
SAOUHSC_02288	S. aureus NCTC8325	SAUPAN005310000	leuD	CDS	leuD		3-isopropylmalate dehydratase small subunit	no	3919163	4.2.1.33	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydratase, small subunit	TIGR00171	223.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195958	Q2FWK0
SAOUHSC_01875	S. aureus NCTC8325	SAUPAN004441000	leuS	CDS	leuS		leucyl-tRNA synthetase	yes	3921764	6.1.1.4	Genetic information processing	Protein synthesis	tRNA aminoacylation	leucine--tRNA ligase	TIGR00396	1186.6		"SAOUHSC_00017; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00365; SAOUHSC_00374; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00669; SAOUHSC_00694; SAOUHSC_00742; SAOUHSC_00743; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00836; SAOUHSC_00878; SAOUHSC_00895; SAOUHSC_00900; SAOUHSC_01028; SAOUHSC_01150; SAOUHSC_01199; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01251; SAOUHSC_01605; SAOUHSC_01666; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01779; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01820; SAOUHSC_01845; SAOUHSC_01901; SAOUHSC_02102; SAOUHSC_02108; SAOUHSC_02377; SAOUHSC_02380; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02484; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02506; SAOUHSC_02508; SAOUHSC_02510; SAOUHSC_02926; SAOUHSC_02927; SAOUHSC_02968; SAOUHSC_02969"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195572	Q2FXH2
SAOUHSC_01333	S. aureus NCTC8325	SAUPAN003714000	lexA	CDS	SAOUHSC_01333		LexA repressor	yes	3920198	3.4.21.88	"Genetic information processing; Signal transduction"	"DNA metabolism; Regulatory functions"	"DNA replication, recombination, and repair; DNA interactions"	repressor LexA	TIGR00498	250.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195063	Q2FYU1
SAOUHSC_00782	S. aureus NCTC8325	SAUPAN002680000	lgt	CDS	SAOUHSC_00782		prolipoprotein diacylglyceryl transferase	no	3919072	2.4.99.-	Genetic information processing	Protein fate	Protein modification and repair	prolipoprotein diacylglyceryl transferase	TIGR00544	245.6			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194543	Q2G044
SAOUHSC_02122	S. aureus NCTC8325	SAUPAN004933000	ligA	CDS	SAOUHSC_02122		NAD-dependent DNA ligase	yes	3921193	6.5.1.2	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	DNA ligase, NAD-dependent	TIGR00575	880.9		"SAOUHSC_00006; SAOUHSC_00069; SAOUHSC_00187; SAOUHSC_00196; SAOUHSC_00469; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00525; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00871; SAOUHSC_00878; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01211; SAOUHSC_01222; SAOUHSC_01234; SAOUHSC_01250; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01577; SAOUHSC_01757; SAOUHSC_01797; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01814; SAOUHSC_01820; SAOUHSC_01879; SAOUHSC_02477; SAOUHSC_02484; SAOUHSC_02485; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02503; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02512; SAOUHSC_02566; SAOUHSC_02860; SAOUHSC_02927"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195803	Q2G1Y0
SAOUHSC_03006	S. aureus NCTC8325	SAUPAN006420000	lip	CDS	SAOUHSC_03006		lipase	no	3921488	3.1.1.3				gram-positive signal peptide, YSIRK family	TIGR01168	52.6			Extracellular	N-terminally anchored (with CS)	signal peptide predicted	1	88196625	Q2FUU5
SAOUHSC_00861	S. aureus NCTC8325	SAUPAN003022000	lipA	CDS	SAOUHSC_00861		lipoyl synthase	no	3918991	2.8.1.8	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Lipoate	lipoyl synthase	TIGR00510	400.6		"SAOUHSC_00503; SAOUHSC_00504; SAOUHSC_00679; SAOUHSC_01819"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194618	Q2FZX4
SAOUHSC_00575	S. aureus NCTC8325	SAUPAN002369000	lipL	CDS	SAOUHSC_00575		hypothetical protein	yes	3920616	2.3.1.204	Genetic information processing	Protein fate	Protein modification and repair	lipoyltransferase and lipoate-protein ligase	TIGR00545	14.8			no significant prediction	Intracellular	no predicted signal peptide	0	88194350	Q2G0I9
SAOUHSC_01629	S. aureus NCTC8325	SAUPAN004110000	lipM	CDS	SAOUHSC_01629		hypothetical protein	no	3919967	2.3.1.181	Genetic information processing	Protein fate	Protein modification and repair	lipoyltransferase and lipoate-protein ligase	TIGR00545	101			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195339	Q2FY37
SAOUHSC_02418	S. aureus NCTC8325	SAUPAN005554000	lmrS	CDS	SAOUHSC_02418		hypothetical protein	no	3919629		"Cellular processes; Metabolism"	"Cellular processes; Transport and binding proteins"	"Toxin production and resistance; Other"	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	TIGR00711	320.8			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	14	88196075	Q2FW85
SAOUHSC_01614	S. aureus NCTC8325	SAUPAN004073000	lpdA	CDS	SAOUHSC_01614		dihydrolipoamide dehydrogenase	no	3920030	1.8.1.4				dihydrolipoyl dehydrogenase	TIGR01350	501.1		"SAOUHSC_01040; SAOUHSC_01611; SAOUHSC_01613; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_02494"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195325	Q2FY51
SAOUHSC_00402	S. aureus NCTC8325	SAUPAN002142000	lpl3	CDS	SAOUHSC_00402		hypothetical protein	no	3920561					Staphylococcus tandem lipoproteins	TIGR01742	418			no significant prediction	Lipid anchored	no predicted signal peptide	1	88194197	Q2G0X1
SAOUHSC_00404	S. aureus NCTC8325	SAUPAN002145000	lpl8	CDS	SAOUHSC_00404		hypothetical protein	no	3920562					Staphylococcus tandem lipoproteins	TIGR01742	361.6			Cytoplasmic Membrane	Lipid anchored	no predicted signal peptide	0	88194198	Q2G0X0
SAOUHSC_00405	S. aureus NCTC8325	SAUPAN002135000	lpl9	CDS	SAOUHSC_00405		hypothetical protein	no	3920563					Staphylococcus tandem lipoproteins	TIGR01742	320.2			no significant prediction	Intracellular	no predicted signal peptide	0	88194199	Q2G0W9
SAOUHSC_00963	S. aureus NCTC8325	SAUPAN003213000	lplA1	CDS	SAOUHSC_00963		lipoyltransferase and lipoate-protein ligase	no	3920674	6.3.1.20	Genetic information processing	Protein fate	Protein modification and repair	lipoyltransferase and lipoate-protein ligase	TIGR00545	385.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194720	Q2FZN7
SAOUHSC_00308	S. aureus NCTC8325	SAUPAN001861000	lplA2	CDS	SAOUHSC_00308		hypothetical protein	no	3919535	6.3.1.20	Genetic information processing	Protein fate	Protein modification and repair	lipoyltransferase and lipoate-protein ligase	TIGR00545	243.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194109	Q2G147
SAOUHSC_02927	S. aureus NCTC8325	SAUPAN006306000	lqo	CDS	SAOUHSC_02927		malate:quinone oxidoreductase	no	3921378	1.1.5.4	Metabolism	Energy metabolism	TCA cycle	malate dehydrogenase (acceptor)	TIGR01320	633.5		"SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_01683; SAOUHSC_01806; SAOUHSC_02494; SAOUHSC_02500; SAOUHSC_02510; SAOUHSC_02860"	Cellwall	Intracellular	no predicted signal peptide	0	88196554	Q2FV16
SAOUHSC_00232	S. aureus NCTC8325	SAUPAN001141000	lrgA	CDS	SAOUHSC_00232		murein hydrolase regulator LrgA	no	3920307										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194039	P72358
SAOUHSC_00233	S. aureus NCTC8325	SAUPAN001142000	lrgB	CDS	SAOUHSC_00233		antiholin-like protein LrgB	no	3920308			Hypothetical proteins	Conserved	TIGR00659 family protein	TIGR00659	165.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	7	88194040	P60643
SAOUHSC_01162	S. aureus NCTC8325	SAUPAN003476000	lspA	CDS	lspA		lipoprotein signal peptidase	no	3920914	3.4.23.36	Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	signal peptidase II	TIGR00077	135.8			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194902	Q2FZ79
SAOUHSC_00952	S. aureus NCTC8325	SAUPAN003193000	ltaA	CDS	SAOUHSC_00952		hypothetical protein	no	3920663					multidrug resistance protein	TIGR00880	49.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88194709	Q2FZP8
SAOUHSC_00728	S. aureus NCTC8325	SAUPAN002605000	ltaS	CDS	SAOUHSC_00728		hypothetical protein	yes	3920973	2.7.8.-				choline-sulfatase	TIGR03417	20.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194493	Q2G093
SAOUHSC_01954	S. aureus NCTC8325	SAUPAN004583000	lukD	CDS	SAOUHSC_01954		leukotoxin LukD	no	3920899		Cellular processes	Cellular processes	Toxin production and resistance	beta-channel forming cytolysin	TIGR01002	441.5			Extracellular	Secretory(released) (with CS)	signal peptide predicted	0	88195647	Q2FXB1
SAOUHSC_01955	S. aureus NCTC8325	SAUPAN004592000	lukE	CDS	SAOUHSC_01955		leukotoxin LukE	no	3920900		Cellular processes	Cellular processes	Toxin production and resistance	beta-channel forming cytolysin	TIGR01002	299.9			Extracellular	Intracellular	no predicted signal peptide	0	88195648	Q2FXB0
SAOUHSC_02241	S. aureus NCTC8325	SAUPAN005190000	lukG	CDS	SAOUHSC_02241		hypothetical protein	no	3919663		Cellular processes	Cellular processes	Toxin production and resistance	beta-channel forming cytolysin	TIGR01002	262.6		"SAOUHSC_00069; SAOUHSC_00206; SAOUHSC_00284; SAOUHSC_00348; SAOUHSC_00350; SAOUHSC_00365; SAOUHSC_00472; SAOUHSC_00488; SAOUHSC_00493; SAOUHSC_00499; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00574; SAOUHSC_00634; SAOUHSC_00795; SAOUHSC_00797; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00900; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01100; SAOUHSC_01208; SAOUHSC_01216; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01246; SAOUHSC_01287; SAOUHSC_01337; SAOUHSC_01347; SAOUHSC_01416; SAOUHSC_01490; SAOUHSC_01493; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01779; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_01845; SAOUHSC_01901; SAOUHSC_02108; SAOUHSC_02140; SAOUHSC_02254; SAOUHSC_02366; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02478; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02498; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02509; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02577; SAOUHSC_02849; SAOUHSC_02869; SAOUHSC_02922; SAOU"	Extracellular	N-terminally anchored (No CS)	signal peptide predicted	0	88195914	Q2FWP0
SAOUHSC_02243	S. aureus NCTC8325	SAUPAN005192000	lukH	CDS	SAOUHSC_02243		hypothetical protein	no	3919664		Cellular processes	Cellular processes	Toxin production and resistance	beta-channel forming cytolysin	TIGR01002	190			Extracellular	Secretory(released) (with CS)	signal peptide predicted	1	88195915	Q2FWN9
SAOUHSC_02375	S. aureus NCTC8325	SAUPAN005430000	luxS	CDS	SAOUHSC_02375		S-ribosylhomocysteinase	no	3919418	4.4.1.21									Cytoplasmic	Intracellular	no predicted signal peptide	0	88196038	Q2FWC3
SAOUHSC_02611	S. aureus NCTC8325	SAUPAN005823000	lyrA	CDS	SAOUHSC_02611		hypothetical protein	no	3921389										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88196253	Q2FVT1
SAOUHSC_01401	S. aureus NCTC8325	SAUPAN003813000	lysA	CDS	SAOUHSC_01401		diaminopimelate decarboxylase	no	3920691	4.1.1.20	Metabolism	Amino acid biosynthesis	Aspartate family	diaminopimelate decarboxylase	TIGR01048	461.8		"SAOUHSC_00002; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00346; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00530; SAOUHSC_00795; SAOUHSC_00878; SAOUHSC_00900; SAOUHSC_00921; SAOUHSC_01028; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01605; SAOUHSC_01683; SAOUHSC_01794; SAOUHSC_01806; SAOUHSC_01807; SAOUHSC_01819; SAOUHSC_02116; SAOUHSC_02117; SAOUHSC_02254; SAOUHSC_02353; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02484; SAOUHSC_02492; SAOUHSC_02493; SAOUHSC_02494; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02510; SAOUHSC_02703; SAOUHSC_02860; SAOUHSC_02926; SAOUHSC_02927"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195127	Q2FYN4
SAOUHSC_01394	S. aureus NCTC8325	SAUPAN003806000	lysC	CDS	SAOUHSC_01394		aspartate kinase	no	3920684	2.7.2.4	Metabolism	Amino acid biosynthesis	Aspartate family	aspartate kinase	TIGR00657	354			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195120	Q2FYP1
SAOUHSC_01787	S. aureus NCTC8325	SAUPAN004301000	lysP	CDS	SAOUHSC_01787		hypothetical protein	yes	3920429		Metabolism	Transport and binding proteins	Amino acids, peptides and amines	amino acid permease (yeast)	TIGR00913	467.6			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88195488	Q2FXP8
SAOUHSC_00493	S. aureus NCTC8325	SAUPAN002260000	lysS	CDS	lysS		lysyl-tRNA synthetase	yes	3920409	6.1.1.6	Genetic information processing	Protein synthesis	tRNA aminoacylation	lysine--tRNA ligase	TIGR00499	735		"SAOUHSC_00075; SAOUHSC_00519; SAOUHSC_00679; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_01040; SAOUHSC_01211; SAOUHSC_01216; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01806; SAOUHSC_01829; SAOUHSC_02441; SAOUHSC_02492; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02510"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194278	Q2G0Q3
SAOUHSC_01739	S. aureus NCTC8325	SAUPAN004237000	lytH	CDS	SAOUHSC_01739		hypothetical protein	yes	3921088	3.5.1.-	"Cell structure; Cellular processes"	"Cell envelope; Cellular processes"	"Biosynthesis and degradation of murein sacculus and peptidoglycan; Sporulation and germination"	N-acetylmuramoyl-L-alanine amidase CwlD	TIGR02883	115.1			Cytoplasmic Membrane	N-terminally anchored (No CS)	no predicted signal peptide	1	88195443	Q2FXU3
SAOUHSC_00248	S. aureus NCTC8325	SAUPAN001163000	lytM	CDS	SAOUHSC_00248		peptidoglycan hydrolase	no	3919268	3.4.24.75	Genetic information processing	Transcription	DNA-dependent RNA polymerase	DNA-directed RNA polymerase, beta' subunit	TIGR02386	11.2			Extracellular	Secretory(released) (with CS)	signal peptide predicted	0	88194055	O33599
SAOUHSC_01219	S. aureus NCTC8325	SAUPAN003539000	lytN	CDS	SAOUHSC_01219		cell wall hydrolase	no	3919484	3.-.-.-				gram-positive signal peptide, YSIRK family	TIGR01168	40.2			Cytoplasmic Membrane	Secretory(released) (with CS)	signal peptide predicted	1	88194955	Q9ZNI1
SAOUHSC_00231	S. aureus NCTC8325	SAUPAN001140000	lytR	CDS	SAOUHSC_00231		two-component response regulator	no	3920306		Signal transduction	Regulatory functions	DNA interactions	heavy metal response regulator	TIGR01387	42.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194038	P60611
SAOUHSC_00230	S. aureus NCTC8325	SAUPAN001139000	lytS	CDS	SAOUHSC_00230		two-component sensor histidine kinase	no	3920305	2.7.13.3	Signal transduction	Signal transduction	Two-component systems	phosphate regulon sensor kinase PhoR	TIGR02966	21.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194037	Q53705
SAOUHSC_01601	S. aureus NCTC8325	SAUPAN004042000	malA	CDS	SAOUHSC_01601		alpha-D-1,4-glucosidase	no	3920017	"3.2.1.1; 3.2.1.20"				alpha,alpha-phosphotrehalase	TIGR02403	597.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195312	Q2FY64
SAOUHSC_00176	S. aureus NCTC8325	SAUPAN001065000	malE	CDS	SAOUHSC_00176		extracellular solute-binding protein	no	3919490					2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	TIGR03227	22.9			no significant prediction	Lipid anchored	signal peptide predicted	0	88193986	Q2G1E9
SAOUHSC_00177	S. aureus NCTC8325	SAUPAN001066000	malF	CDS	SAOUHSC_00177		maltose ABC transporter permease	no	3919491		Metabolism	Transport and binding proteins	Amino acids, peptides and amines	putative 2-aminoethylphosphonate ABC transporter, permease protein	TIGR03262	57.6			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88193987	Q2G1E8
